year,month,day,hour,pm25,DEWP,TEMP,PRES,cbwd,Iws
2010,3,21,3,60,-6,2,1017,SE,1.79
2010,3,21,4,47,-6,0,1016,SE,3.58
2010,3,21,5,50,-5,1,1016,SE,5.37
2010,3,21,6,51,-5,1,1017,cv,0.89
2010,3,21,7,41,-5,0,1017,cv,1.78
2010,3,21,8,48,-5,4,1017,SE,1.79
2010,3,21,9,50,-8,7,1017,SE,4.92
2010,3,21,10,55,-10,10,1016,SE,8.94
2010,3,21,11,56,-12,11,1016,SE,12.96
2010,3,21,12,52,-14,12,1013,SE,18.77
2010,3,21,13,49,-14,13,1012,cv,3.13
2010,3,21,14,53,-14,14,1011,SE,4.92
2010,3,21,15,73,-13,14,1010,SE,10.73
2010,3,21,16,82,-12,14,1010,SE,13.86
2010,3,21,17,90,-12,14,1009,SE,17.88
2010,3,21,18,106,-11,13,1009,SE,21.9
2010,3,21,19,113,-5,10,1010,SE,25.92
2010,3,21,20,121,-5,9,1010,SE,30.84
2010,3,21,21,116,-5,8,1011,SE,34.86
2010,3,21,22,111,-5,7,1012,SE,37.99
2010,3,21,23,83,-5,7,1012,cv,3.13
2010,3,22,0,85,-5,6,1012,SE,1.79
2010,3,22,1,87,-3,5,1011,NW,3.13
2010,3,22,2,90,-3,6,1011,NE,0.89
2010,3,22,3,90,-3,5,1011,cv,0.89
2010,3,22,4,100,-4,5,1010,cv,1.78
2010,3,22,5,95,-4,4,1010,NE,0.89
2010,3,22,6,96,-3,3,1010,SE,1.79
2010,3,22,7,102,-2,4,1011,SE,2.68
2010,3,22,8,112,-2,5,1012,cv,0.89
2010,3,22,9,315,-2,6,1012,NW,3.13
2010,3,22,10,784,-8,11,1013,NW,11.18
2010,3,22,11,761,-10,12,1013,NW,18.33
2010,3,22,12,204,-11,12,1013,NW,28.16
2010,3,22,13,122,-12,13,1014,NW,37.99
2010,3,22,14,158,-10,13,1014,NW,47.82
2010,3,22,15,226,-14,14,1014,NW,57.65
2010,3,22,16,128,-13,14,1015,NW,67.48
2010,3,22,17,49,-14,13,1015,NW,77.31
2010,3,22,18,47,-12,12,1016,NW,84.46
2010,3,22,19,27,-12,11,1018,NW,92.51
2010,3,22,20,25,-12,9,1019,NW,97.43
2010,3,22,21,27,-12,9,1020,NW,103.24
2010,3,22,22,18,-11,8,1021,NW,110.39
2010,3,22,23,25,-10,7,1022,NE,4.02
2010,3,23,0,28,-10,7,1022,NW,4.02
2010,3,23,1,16,-9,5,1022,NE,1.79
2010,3,23,2,24,-10,6,1022,NE,7.6
2010,3,23,3,24,-9,1,1021,NW,4.02
2010,3,23,4,25,-8,2,1022,cv,0.89
2010,3,23,5,46,-6,0,1022,NE,0.89
2010,3,23,6,54,-8,0,1022,NW,0.89
2010,3,23,7,60,-7,1,1023,cv,0.89
2010,3,23,8,86,-6,4,1023,NW,0.89
2010,3,23,9,58,-6,6,1024,SE,3.13
2010,3,23,10,63,-7,10,1024,SE,8.94
2010,3,23,11,59,-7,11,1023,SE,14.75
2010,3,23,12,59,-8,12,1022,SE,21.9
2010,3,23,13,54,-8,13,1021,SE,29.05
2010,3,23,14,53,-8,13,1019,SE,34.86
2010,3,23,15,55,-8,13,1018,SE,40.67
2010,3,23,16,60,-8,13,1018,SE,46.48
2010,3,23,17,55,-9,12,1018,SE,52.29
2010,3,23,18,64,-8,11,1018,SE,59.44
2010,3,23,19,64,-8,11,1019,SE,64.36
2010,3,23,20,55,-7,9,1020,SE,67.49
2010,3,23,21,57,-8,10,1020,SE,71.51
2010,3,23,22,63,-6,7,1020,SE,75.53
2010,3,23,23,69,-7,6,1020,SE,79.55
2010,3,24,0,70,-6,6,1020,SE,83.57
2010,3,24,1,72,-6,6,1020,SE,86.7
2010,3,24,2,71,-5,5,1019,SE,89.83
2010,3,24,3,73,-6,4,1020,NE,3.13
2010,3,24,4,71,-6,5,1020,SE,1.79
2010,3,24,5,70,-6,4,1020,NE,1.79
2010,3,24,6,68,-5,4,1021,NW,1.79
2010,3,24,7,63,-4,4,1022,NW,4.92
2010,3,24,8,67,-6,7,1022,NW,10.73
2010,3,24,9,76,-8,9,1022,NW,16.54
2010,3,24,10,65,-11,10,1023,NE,7.15
2010,3,24,11,44,-14,11,1023,NE,14.3
2010,3,24,12,36,-15,11,1022,NE,19.22
2010,3,24,13,29,-16,11,1022,NE,24.14
2010,3,24,14,20,-15,11,1021,SE,4.02
2010,3,24,15,53,-9,10,1022,SE,8.04
2010,3,24,16,92,-8,10,1021,SE,12.96
2010,3,24,17,134,-5,9,1022,SE,18.77
2010,3,24,18,97,-4,7,1023,SE,23.69
2010,3,24,19,64,-3,6,1024,SE,27.71
2010,3,24,20,52,-1,6,1026,NW,4.92
2010,3,24,21,63,1,3,1027,NE,3.13
2010,3,24,22,36,1,2,1027,SE,4.02
2010,3,24,23,22,0,1,1027,SE,7.15
2010,3,25,0,48,0,2,1027,SE,10.28
2010,3,25,1,52,0,1,1028,SE,14.3
2010,3,25,2,43,-1,1,1028,SE,16.09
2010,3,25,3,44,-2,1,1028,SE,17.88
2010,3,25,4,51,-2,1,1027,SE,19.67
2010,3,25,5,69,-2,1,1028,NW,1.79
2010,3,25,6,54,-2,1,1029,NW,5.81
2010,3,25,7,10,-13,1,1029,NW,12.96
2010,3,25,8,12,-16,3,1030,NW,21.01
2010,3,25,9,10,-15,4,1030,NW,28.16
2010,3,25,10,9,-17,5,1030,NW,37.99
2010,3,25,11,12,-20,6,1029,NW,46.93
2010,3,25,12,12,-20,7,1028,NW,51.85
2010,3,25,13,18,-20,6,1027,cv,1.79
2010,3,25,14,16,-19,8,1025,NW,4.02
2010,3,25,15,20,-19,8,1023,NW,9.83
2010,3,25,16,20,-18,9,1022,NW,13.85
2010,3,25,17,18,-16,8,1022,SE,3.13
2010,3,25,18,30,-14,7,1021,SE,4.92
2010,3,25,19,27,-12,6,1022,cv,0.89
2010,3,25,20,29,-10,5,1023,SE,1.79
2010,3,25,21,33,-10,6,1023,cv,0.89
2010,3,25,22,34,-10,5,1023,cv,1.78
2010,3,25,23,59,-6,3,1023,cv,2.67
2010,3,26,0,63,-7,2,1023,SE,0.89
2010,3,26,1,67,-6,1,1023,cv,0.89
2010,3,26,2,62,-9,1,1023,NW,3.13
2010,3,26,3,72,-11,-1,1022,cv,0.45
2010,3,26,4,48,-7,-1,1022,cv,0.9
2010,3,26,5,70,-9,-1,1022,SE,0.89
2010,3,26,6,57,-8,-2,1021,cv,0.89
2010,3,26,7,61,-6,-1,1021,SE,0.89
2010,3,26,8,38,-7,3,1021,cv,0.89
2010,3,26,9,44,-14,6,1021,cv,1.78
2010,3,26,10,37,-17,8,1021,SE,3.13
2010,3,26,11,43,-18,10,1020,SE,7.15
2010,3,26,12,50,-17,11,1019,SE,12.96
2010,3,26,13,64,-15,12,1018,SE,17.88
2010,3,26,14,64,-14,14,1016,SE,22.8
2010,3,26,15,72,-14,15,1015,SE,26.82
2010,3,26,16,70,-12,15,1014,SE,31.74
2010,3,26,17,65,-13,15,1014,SE,36.66
2010,3,26,18,72,-11,13,1014,SE,39.79
2010,3,26,19,84,-8,11,1015,cv,0.89
2010,3,26,20,85,-8,8,1016,NW,1.79
2010,3,26,21,98,-8,7,1018,NE,3.13
2010,3,26,22,142,-9,6,1019,NW,4.02
2010,3,26,23,97,-10,4,1019,NW,7.15
2010,3,27,0,106,-8,3,1020,NW,10.28
2010,3,27,1,89,-10,7,1020,NE,4.02
2010,3,27,2,61,-11,8,1021,NE,8.94
2010,3,27,3,46,-11,7,1023,NE,10.73
2010,3,27,4,127,-4,4,1024,SE,4.92
2010,3,27,5,134,-4,2,1025,SE,8.94
2010,3,27,6,99,-7,1,1025,SE,12.07
2010,3,27,7,85,-8,2,1026,SE,13.86
2010,3,27,8,75,-9,3,1027,SE,16.99
2010,3,27,9,79,-10,4,1028,SE,21.01
2010,3,27,10,81,-9,6,1028,SE,24.14
2010,3,27,11,74,-10,8,1028,SE,28.16
2010,3,27,12,62,-10,8,1027,SE,31.29
2010,3,27,13,71,-10,9,1027,SE,35.31
2010,3,27,14,58,-10,9,1026,SE,39.33
2010,3,27,15,48,-9,11,1025,cv,3.13
2010,3,27,16,50,-10,10,1024,SE,3.13
2010,3,27,17,54,-9,10,1024,SE,6.26
2010,3,27,18,61,-8,8,1025,SE,9.39
2010,3,27,19,59,-7,7,1025,SE,12.52
2010,3,27,20,62,-7,5,1026,SE,17.44
2010,3,27,21,54,-8,4,1027,SE,20.57
2010,3,27,22,57,-8,3,1027,SE,24.59
2010,3,27,23,44,-8,2,1028,SE,28.61
2010,3,28,0,41,-8,2,1028,SE,30.4
2010,3,28,1,48,-7,1,1028,SE,32.19
2010,3,28,2,44,-7,0,1028,SE,33.98
2010,3,28,3,56,-7,-1,1028,cv,0.89
2010,3,28,4,59,-7,-2,1028,SE,0.89
2010,3,28,5,67,-6,-2,1028,NE,0.89
2010,3,28,6,68,-6,-3,1028,SE,0.89
2010,3,28,7,99,-5,-1,1029,cv,0.45
2010,3,28,8,88,-6,2,1029,SE,1.79
2010,3,28,9,74,-6,4,1030,NW,1.79
2010,3,28,10,86,-6,5,1030,NW,3.58
2010,3,28,11,93,-7,6,1029,NW,5.37
2010,3,28,12,96,-7,10,1027,cv,1.79
2010,3,28,13,120,-6,13,1026,cv,4.92
2010,3,28,14,99,-6,15,1025,SE,4.02
2010,3,28,15,100,-6,16,1024,SE,8.94
2010,3,28,16,63,-9,16,1023,SE,13.86
2010,3,28,17,57,-11,16,1023,SE,18.78
2010,3,28,18,46,-9,14,1023,SE,22.8
2010,3,28,19,48,-8,10,1023,SE,25.93
2010,3,28,20,60,-9,12,1024,SE,30.85
2010,3,28,21,57,-8,9,1024,SE,32.64
2010,3,28,22,72,-8,8,1025,SE,34.43
2010,3,28,23,82,-7,7,1025,SE,35.32
2010,3,29,0,92,-4,6,1025,SE,37.11
2010,3,29,1,100,-6,6,1025,SE,38.9
2010,3,29,2,117,-6,5,1025,SE,40.69
2010,3,29,3,129,-5,5,1024,SE,42.48
2010,3,29,4,132,-4,3,1024,SE,43.37
2010,3,29,5,142,-4,2,1024,cv,0.89
2010,3,29,6,147,-4,3,1025,cv,1.78
2010,3,29,7,169,-3,3,1025,NE,0.89
2010,3,29,8,208,-1,7,1025,SE,1.79
2010,3,29,9,198,-2,9,1025,SE,4.92
2010,3,29,10,203,-2,11,1025,SE,8.05
2010,3,29,11,218,-3,11,1025,SE,11.18
2010,3,29,12,220,-4,12,1024,SE,14.31
2010,3,29,13,222,-3,12,1024,cv,0.89
2010,3,29,14,237,-1,11,1023,cv,1.78
2010,3,29,15,245,3,10,1022,SE,4.02
2010,3,29,16,260,5,9,1022,SE,5.81
2010,3,29,17,259,5,8,1021,cv,0.89
2010,3,29,18,275,5,8,1021,NE,0.89
2010,3,29,19,280,5,8,1021,SE,1.79
2010,3,29,20,296,6,8,1022,SE,3.58
2010,3,29,21,366,6,8,1022,SE,4.47
2010,3,29,22,317,6,8,1022,NE,0.89
2010,3,29,23,297,6,8,1022,cv,0.89
2010,3,30,0,288,6,7,1021,SE,0.89
2010,3,30,1,288,6,7,1020,SE,2.68
2010,3,30,2,254,6,7,1020,SE,4.47
2010,3,30,3,254,6,7,1019,SE,6.26
2010,3,30,4,248,6,7,1018,SE,8.05
2010,3,30,5,271,6,7,1018,SE,9.84
2010,3,30,6,279,6,8,1018,SE,11.63
2010,3,30,7,282,6,8,1018,SE,13.42
2010,3,30,8,253,6,8,1019,SE,14.31
2010,3,30,9,237,6,9,1018,SE,17.44
2010,3,30,10,233,6,10,1018,SE,20.57
2010,3,30,11,242,6,11,1018,SE,24.59
2010,3,30,12,245,6,10,1018,SE,26.38
2010,3,30,13,195,7,10,1017,SE,28.17
2010,3,30,14,187,7,10,1016,SE,29.06
2010,3,30,15,193,7,10,1016,cv,1.79
2010,3,30,16,201,7,9,1015,cv,2.68
2010,3,30,17,152,7,9,1014,NE,0.89
2010,3,30,18,136,7,9,1014,NE,1.78
2010,3,30,19,162,7,8,1015,cv,0.89
2010,3,30,20,172,7,8,1015,SE,0.89
2010,3,30,21,152,7,8,1015,SE,1.78
2010,3,30,22,135,7,8,1016,NE,0.89
2010,3,30,23,138,8,9,1015,NW,3.13
2010,3,31,0,126,7,8,1015,NW,4.92
2010,3,31,1,139,7,8,1015,cv,0.45
2010,3,31,2,113,6,7,1015,cv,1.34
2010,3,31,3,123,6,7,1014,cv,2.23
2010,3,31,4,117,6,7,1014,SE,0.89
2010,3,31,5,118,5,7,1014,cv,0.45
2010,3,31,6,123,5,7,1014,cv,1.34
2010,3,31,7,124,6,8,1014,NW,1.79
2010,3,31,8,129,5,9,1015,cv,0.89
2010,3,31,9,145,7,10,1015,cv,1.78
2010,3,31,10,152,7,12,1015,cv,2.67
2010,3,31,11,116,7,12,1014,SE,1.79
2010,3,31,12,101,7,13,1013,cv,0.89
2010,3,31,13,136,6,15,1013,SE,1.79
2010,3,31,14,172,6,16,1012,cv,0.89
2010,3,31,15,181,4,16,1012,cv,1.78
2010,3,31,16,178,1,17,1012,NW,4.92
2010,3,31,17,200,-5,16,1012,NW,12.07
2010,3,31,18,187,-7,15,1013,NW,19.22
2010,3,31,19,149,-7,14,1014,NW,26.37
2010,3,31,20,113,-8,12,1016,NW,33.52
2010,3,31,21,85,-8,11,1017,NW,39.33
2010,3,31,22,71,-10,10,1018,NW,46.48
2010,3,31,23,42,-13,10,1020,NW,53.63
2010,4,1,0,31,-14,9,1021,NW,63.46
2010,4,1,1,39,-14,8,1021,NW,73.29
2010,4,1,2,49,-14,7,1021,NW,81.34
2010,4,1,3,35,-13,5,1021,NW,85.36
2010,4,1,4,31,-16,6,1021,NW,89.38
2010,4,1,5,26,-18,6,1021,NW,92.51
2010,4,1,6,24,-18,5,1022,NW,95.64
2010,4,1,7,22,-19,6,1023,NW,99.66
2010,4,1,8,30,-19,7,1023,NW,104.58
2010,4,1,9,25,-20,9,1023,NW,111.73
2010,4,1,10,21,-18,10,1022,NW,120.67
2010,4,1,11,24,-18,11,1021,NW,128.72
2010,4,1,12,29,-17,12,1020,NW,135.87
2010,4,1,13,35,-17,12,1020,NW,147.94
2010,4,1,14,31,-18,12,1019,NW,159.12
2010,4,1,15,15,-18,12,1018,NW,171.19
2010,4,1,16,16,-17,12,1018,NW,183.26
2010,4,1,17,18,-18,11,1018,NW,193.09
2010,4,1,18,15,-19,11,1017,NW,201.14
2010,4,1,19,17,-19,10,1018,NW,208.29
2010,4,1,20,24,-17,9,1019,NW,211.42
2010,4,1,21,20,-17,9,1019,NW,213.21
2010,4,1,22,54,-11,4,1019,cv,0.89
2010,4,1,23,39,-11,5,1018,cv,1.78
2010,4,2,0,27,-7,2,1018,SE,0.89
2010,4,2,1,52,-8,3,1018,cv,0.45
2010,4,2,2,41,-9,4,1018,NW,0.89
2010,4,2,3,35,-12,4,1019,NW,4.02
2010,4,2,4,44,-10,2,1019,NW,7.15
2010,4,2,5,45,-12,3,1019,NW,10.28
2010,4,2,6,40,-15,4,1019,NW,13.41
2010,4,2,7,27,-14,5,1020,NW,17.43
2010,4,2,8,27,-16,7,1021,NW,23.24
2010,4,2,9,21,-18,7,1022,NW,35.31
2010,4,2,10,14,-18,8,1022,NW,44.25
2010,4,2,11,14,-19,9,1022,NW,53.19
2010,4,2,12,17,-21,9,1022,NW,62.13
2010,4,2,13,13,-20,11,1021,NW,69.28
2010,4,2,14,17,-20,11,1021,NW,76.43
2010,4,2,15,16,-20,12,1020,NW,83.58
2010,4,2,16,18,-22,12,1020,NW,92.52
2010,4,2,17,12,-22,11,1020,NW,101.46
2010,4,2,18,12,-21,11,1020,NW,108.61
2010,4,2,19,21,-19,7,1021,NW,110.4
2010,4,2,20,30,-12,5,1021,SE,0.89
2010,4,2,21,69,-10,4,1022,SE,1.78
2010,4,2,22,77,-11,3,1022,SE,3.57
2010,4,2,23,49,-10,3,1022,SE,5.36
2010,4,3,0,48,-8,0,1022,NW,1.79
2010,4,3,1,53,-9,0,1022,cv,0.89
2010,4,3,2,52,-7,-1,1022,cv,1.78
2010,4,3,3,53,-12,1,1022,cv,2.67
2010,4,3,4,58,-9,0,1022,cv,3.12
2010,4,3,5,56,-11,0,1022,cv,4.01
2010,4,3,6,60,-10,-1,1022,cv,4.46
2010,4,3,7,100,-7,0,1022,cv,5.35
2010,4,3,8,133,-9,4,1022,SE,1.79
2010,4,3,9,138,-9,8,1021,SE,4.92
2010,4,3,10,67,-11,10,1021,SE,8.05
2010,4,3,11,59,-11,11,1019,SE,12.07
2010,4,3,12,82,-12,13,1018,SE,16.99
2010,4,3,13,89,-11,13,1016,SE,21.91
2010,4,3,14,110,-8,13,1015,SE,25.93
2010,4,3,15,128,-7,15,1013,SE,29.06
2010,4,3,16,132,-5,16,1012,SE,33.98
2010,4,3,17,136,-4,15,1011,SE,38.9
2010,4,3,18,132,-4,13,1011,SE,42.03
2010,4,3,19,119,-4,12,1010,SE,45.16
2010,4,3,20,131,-4,13,1010,SE,49.18
2010,4,3,21,161,-2,12,1010,SE,53.2
2010,4,3,22,168,-2,12,1011,SE,57.22
2010,4,3,23,164,-2,11,1010,SE,62.14
2010,4,4,0,184,-1,10,1010,cv,0.89
2010,4,4,1,178,-1,9,1010,NE,1.79
2010,4,4,2,194,-1,7,1010,SE,0.89
2010,4,4,3,206,-1,8,1010,NE,0.89
2010,4,4,4,191,-1,7,1010,cv,0.89
2010,4,4,5,180,-1,6,1010,cv,1.78
2010,4,4,6,200,0,5,1010,NW,3.13
2010,4,4,7,170,0,7,1011,NW,4.92
2010,4,4,8,197,1,11,1011,NE,1.79
2010,4,4,9,184,0,13,1012,NE,4.92
2010,4,4,10,167,-3,16,1011,NE,8.94
2010,4,4,11,111,-8,17,1011,cv,1.79
2010,4,4,12,92,-8,19,1010,NW,4.02
2010,4,4,13,44,-11,20,1009,NW,7.15
2010,4,4,14,41,-13,21,1009,cv,1.79
2010,4,4,15,34,-11,21,1008,SE,1.79
2010,4,4,16,27,-11,22,1008,SE,3.58
2010,4,4,17,32,-13,21,1007,SE,6.71
2010,4,4,18,43,-10,20,1008,SE,10.73
2010,4,4,19,61,-11,16,1008,SE,14.75
2010,4,4,20,70,-8,14,1009,SE,16.54
2010,4,4,21,87,-7,15,1009,SE,19.67
2010,4,4,22,98,2,14,1010,SE,24.59
2010,4,4,23,173,2,13,1010,SE,28.61
2010,4,5,0,199,2,12,1010,SE,31.74
2010,4,5,1,177,1,11,1011,SE,34.87
2010,4,5,2,169,1,11,1011,SE,39.79
2010,4,5,3,187,0,10,1012,cv,0.89
2010,4,5,4,166,0,8,1011,cv,1.78
2010,4,5,5,161,0,9,1011,SE,1.79
2010,4,5,6,169,1,7,1012,SE,3.58
2010,4,5,7,180,1,7,1013,cv,0.89
2010,4,5,8,166,2,10,1013,cv,1.78
2010,4,5,9,185,1,13,1013,NW,1.79
2010,4,5,10,166,0,14,1013,cv,1.79
2010,4,5,11,171,0,15,1012,SE,1.79
2010,4,5,12,176,1,16,1012,SE,5.81
2010,4,5,13,186,1,16,1011,SE,10.73
2010,4,5,14,142,1,16,1011,SE,15.65
2010,4,5,15,121,2,15,1011,SE,20.57
2010,4,5,16,130,2,14,1012,SE,26.38
2010,4,5,17,132,2,13,1014,SE,29.51
2010,4,5,18,126,4,8,1016,NE,8.05
2010,4,5,19,47,4,8,1018,SE,3.13
2010,4,5,20,25,4,8,1020,NE,3.13
2010,4,5,21,23,4,8,1022,SE,3.13
2010,4,5,22,20,4,6,1023,cv,0.89
2010,4,5,23,18,3,7,1024,SE,1.79
2010,4,6,0,30,2,6,1024,cv,0.89
2010,4,6,1,14,-3,7,1024,NW,3.13
2010,4,6,2,12,-7,7,1025,NW,7.15
2010,4,6,3,18,-7,6,1025,NW,10.28
2010,4,6,4,19,-8,6,1026,NW,14.3
2010,4,6,5,33,-11,6,1026,NW,19.22
2010,4,6,6,26,-12,5,1027,NW,24.14
2010,4,6,7,24,-13,7,1027,NW,29.95
2010,4,6,8,28,-14,9,1028,NW,37.1
2010,4,6,9,27,-16,11,1028,NW,45.15
2010,4,6,10,19,-16,12,1028,NW,54.98
2010,4,6,11,16,-17,13,1027,NW,62.13
2010,4,6,12,15,-14,13,1026,cv,1.79
2010,4,6,13,16,-15,14,1025,NE,4.92
2010,4,6,14,16,-17,16,1024,NW,5.81
2010,4,6,15,15,-17,16,1024,NW,12.96
2010,4,6,16,17,-17,16,1023,NW,18.77
2010,4,6,17,12,-17,15,1024,NW,22.79
2010,4,6,18,15,-15,14,1023,NW,25.92
2010,4,6,19,17,-17,13,1024,cv,0.45
2010,4,6,20,23,-15,13,1025,NW,3.13
2010,4,6,21,19,-11,11,1025,NE,1.79
2010,4,6,22,24,-8,8,1025,cv,0.89
2010,4,6,23,34,-10,8,1025,cv,1.78
2010,4,7,0,52,-5,5,1025,NE,0.89
2010,4,7,1,55,-9,6,1025,cv,0.45
2010,4,7,2,69,-9,4,1024,cv,1.34
2010,4,7,3,87,-8,3,1024,NE,0.89
2010,4,7,4,102,-7,4,1024,cv,0.89
2010,4,7,5,79,-7,3,1024,NE,0.89
2010,4,7,6,75,-7,1,1024,NW,1.79
2010,4,7,7,68,-3,3,1025,NE,0.89
2010,4,7,8,78,-5,6,1025,cv,0.89
2010,4,7,9,101,-5,10,1024,SE,1.79
2010,4,7,10,114,-5,12,1024,cv,1.79
2010,4,7,11,135,-4,15,1022,SE,3.13
2010,4,7,12,140,-4,17,1021,SE,8.05
2010,4,7,13,118,-5,19,1019,SE,15.2
2010,4,7,14,108,-7,20,1018,SE,24.14
2010,4,7,15,103,-7,20,1017,SE,33.97
2010,4,7,16,94,-7,20,1015,SE,42.91
2010,4,7,17,90,-8,20,1014,SE,50.96
2010,4,7,18,87,-7,19,1014,SE,59.01
2010,4,7,19,80,-8,18,1014,SE,63.93
2010,4,7,20,84,-6,16,1014,SE,68.85
2010,4,7,21,96,-4,16,1015,SE,74.66
2010,4,7,22,110,-3,15,1015,SE,81.81
2010,4,7,23,104,-2,14,1015,SE,88.96
2010,4,8,0,97,-1,13,1014,SE,94.77
2010,4,8,1,84,-1,12,1013,SE,98.79
2010,4,8,2,74,-1,11,1012,SE,102.81
2010,4,8,3,74,-1,10,1012,SE,105.94
2010,4,8,4,67,-1,10,1011,SE,109.96
2010,4,8,5,69,-1,9,1011,SE,113.09
2010,4,8,6,69,0,8,1011,SE,116.22
2010,4,8,7,75,0,9,1011,SE,119.35
2010,4,8,8,78,1,10,1011,SE,123.37
2010,4,8,9,91,1,12,1010,SE,126.5
2010,4,8,10,107,1,13,1010,SE,129.63
2010,4,8,11,107,1,14,1009,SE,134.55
2010,4,8,12,127,1,17,1008,SE,138.57
2010,4,8,13,132,0,18,1007,SE,143.49
2010,4,8,14,128,1,19,1006,SE,148.41
2010,4,8,15,122,1,20,1005,SE,152.43
2010,4,8,16,113,1,21,1003,SE,159.58
2010,4,8,17,105,1,21,1003,SE,165.39
2010,4,8,18,127,1,20,1003,SE,168.52
2010,4,8,19,144,2,19,1003,SE,170.31
2010,4,8,20,158,3,17,1005,cv,0.89
2010,4,8,21,141,4,16,1006,NW,1.79
2010,4,8,22,124,4,15,1006,SE,1.79
2010,4,8,23,131,4,16,1008,cv,1.79
2010,4,9,0,150,3,15,1007,NE,3.13
2010,4,9,1,137,4,15,1008,NE,7.15
2010,4,9,2,128,3,15,1009,NE,10.28
2010,4,9,3,103,0,16,1009,NE,16.09
2010,4,9,4,60,2,14,1011,NW,4.92
2010,4,9,5,50,2,13,1011,NE,4.92
2010,4,9,6,63,1,13,1011,NE,10.73
2010,4,9,7,77,2,12,1011,NE,16.54
2010,4,9,8,62,0,13,1012,NE,22.35
2010,4,9,9,58,-1,14,1012,NE,26.37
2010,4,9,10,77,6,13,1013,SE,8.05
2010,4,9,11,131,3,11,1013,SE,15.2
2010,4,9,12,121,3,10,1012,SE,24.14
2010,4,9,13,81,3,10,1012,SE,29.06
2010,4,9,14,77,3,10,1011,SE,33.98
2010,4,9,15,67,3,9,1011,SE,38
2010,4,9,16,66,3,9,1011,SE,42.02
2010,4,9,17,60,2,8,1011,SE,45.15
2010,4,9,18,71,2,8,1011,SE,48.28
2010,4,9,19,94,2,8,1012,SE,50.07
2010,4,9,20,90,2,8,1013,NE,1.79
2010,4,9,21,85,2,8,1014,cv,0.89
2010,4,9,22,75,2,8,1015,NE,0.89
2010,4,9,23,79,2,8,1015,NW,0.89
2010,4,10,0,91,2,8,1016,NW,2.68
2010,4,10,1,89,3,7,1017,NW,5.81
2010,4,10,2,102,3,8,1017,NW,7.6
2010,4,10,3,49,0,8,1017,NW,11.62
2010,4,10,4,14,-8,8,1018,NE,5.81
2010,4,10,5,14,-10,7,1019,NE,10.73
2010,4,10,6,16,-10,7,1020,NE,15.65
2010,4,10,7,14,-11,7,1020,NE,21.46
2010,4,10,8,22,-12,8,1021,NE,26.38
2010,4,10,9,17,-11,10,1021,NW,3.13
